sku,New Sku,category,Description,Color,Specification,SP,MRP,productname,imgurl1,Stock,imgurl,Size
#twisted goggle,AXS11367,Camping ; Outdoor,"
                    
Bold street series styling maximizes fashion and function
Virtually unbreakable triloid nylon frames
Shatterproof lenses block 100% of uv rays
Certified to ansi z87.1-2003 high impact and optical performance standard
Rated as osha grade occupational protective eyewear

        ","
                
            ",,,"Rs4,950.00",Wileyx Twisted Goggle,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/i/wileyx_goggle_twisted_1.png,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/i/wileyx_twisted_case.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/i/wileyx_goggle_twisted_1.png,
#Z130,AXS11368,Footwear,"
                    USE:Low cut shoe ideal for fast hiking on mixed terrains.
KEY FEATURES:Cordura upper with Kevlar and microinjection TPU reinforcement for top resistance and durability.
Shoe tongue in Lycra and perforated microfiber for better foot wrapping, comfort and breathability.
GORE-TEX® Extended Comfort membrane provides waterproofness and insulation.
Exclusive ZAMBERLAN® VIBRAM® Speed Hiking sole gives traction, control, antitorsional stiffness and shock absorption.
        ","
                
            ","Low cut shoe ideal for fast hiking on mixed terrains.,Cordura upper with Kevlar and microinjection TPU reinforcement for top resistance and durability.,Shoe tongue in Lycra and perforated microfiber for better foot wrapping, comfort and breathability.,GORE-TEX® Extended Comfort membrane provides waterproofness and insulation.,Exclusive ZAMBERLAN® VIBRAM® Speed Hiking sole gives traction, control, antitorsional stiffness and shock absorption.",,"Rs11,750.00",ZAMBERLAN SH CROSSER GTX RR,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_130.png,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_130.png,
#Z230,AXS11369,Footwear,"
                    USE:Midcut shoe ideal for fast hiking and multisport.
KEY FEATURES:Cordura upper with Kevlar and microinjection TPU reinforcement for top resistance and durability. Shoe tongue in Lycra and perforated microfiber for better foot wrapping, comfort and breathability. GORE-TEX® Extended Comfort membrane provides waterproofness and insulation. Exclusive ZAMBERLAN® VIBRAM® Speed Hiking sole gives traction, control, antitorsional stiffness and shock absorption.
        ",40 ; No. 41; No. 42 ;No. 43H ;No. 44H ;No. 46                                 ,"Midcut shoe ideal for fast hiking and multisport.,Cordura upper with Kevlar and microinjection TPU reinforcement for top resistance and durability. Shoe tongue in Lycra and perforated microfiber for better foot wrapping, comfort and breathability. GORE-TEX® Extended Comfort membrane provides waterproofness and insulation. Exclusive ZAMBERLAN® VIBRAM® Speed Hiking sole gives traction, control, antitorsional stiffness and shock absorption.",,"Rs13,850.00",Zamberlan SH Crosser  Plus GTX RR 230,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_plus_230-_right_angle.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_plus_230-left.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_plus_230-top_view.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_plus_230-bottom_view.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_230-right.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_plus_230-_right_angle.jpg,"
                
            "
#Z245,AXS11370,Footwear,"
                    USE:Perfect for walking, day use, on-trail hiking.KEY FEATURES:HYDROBLOC® tumbled nubuk leather upper for maximum comfort. Protection from rubber rand on toe box. Added volume on the forefoot. Specific Zamberlan® Womens last. GORE-TEX® Performance Comfort membrane for breathability and waterproofness. Flexible and light with exclusive ZAMBERLAN® VIBRAM® Trail Mate sole.
        ","
                
            ","USE:,Perfect for walking, day use, on-trail hiking.,KEY FEATURES:,HYDROBLOC® tumbled nubuk leather upper for maximum comfort. Protection from rubber rand on toe box. Added volume on the forefoot. Specific Zamberlan® Womens last. GORE-TEX® Performance Comfort membrane for breathability and waterproofness. Flexible and light with exclusive ZAMBERLAN® VIBRAM® Trail Mate sole.",,"Rs11,750.00",Zamberlan Cairn GTX RR Wns-245,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/cairn_gtx_wns_245-bottom.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/u/tutorial2.png",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/u/tutorial2.png,
#Z308,AXS11371,Footwear,"
                    USE:Lightweight but robust boot. Extra comfort provided by the deluxe leather lining.KEY FEATURES:One piece Hydrobloc® full grain waxed leather upper - Vibram® rubber sole with PU wedge for shock absorption and overall comfort - Zamberlan® Rubber Reinforcement System rand around the wall ot the boot - Soft calf leather lining in the back part for best comfort and Cambrelle lining in the toe: it is higienical, anti-bacterial and dries fast - Anatomical and removable footbed - Built on a womens' specific last.
        ","
                
            ","USE:,Lightweight but robust boot. Extra comfort provided by the deluxe leather lining.,KEY FEATURES:,One piece Hydrobloc® full grain waxed leather upper - Vibram® rubber sole with PU wedge for shock absorption and overall comfort - Zamberlan® Rubber Reinforcement System rand around the wall ot the boot - Soft calf leather lining in the back part for best comfort and Cambrelle lining in the toe: it is higienical, anti-bacterial and dries fast - Anatomical and removable footbed - Built on a womens' specific last.",,"Rs17,375.00",ZAMBERLAN TREKKER RR WNS,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trekker.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/trekker.jpg,
ASR-G18,AXS11372,Clothing,"
                    Waterproof hill-walking and mountain gaiter.
Traditional hill and mountain gaiter in waterproof and breathable eVent® fabric. Ballistic polyester adds durability and strength where needed and full front zip and storm flap provides weatherproof protection.
 
Sizes:  S / M / L (Small Size is intended for Women and Youths)
 
        ","
                
            ",,,"Rs2,800.00",RAB HISPAR GAITER,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/i/hispar_gaiter_black.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/i/hispar_gaiter_black.jpg,
QBT-24,AXS11373,Clothing,"
                    
Merino Cocona® fabric
Deep venting YKK chest zip, chin guard
Close fitting stand up collar
Flatlock low bulk seams
Thumb loops
Fit: Slim

        ","
                
            ",,,"Rs9,025.00",RAB MECO 250 LONG SLEEVE ZIP TEE,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/e/meco_250_ls_zip_tee_blazon.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/e/me.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/e/meco_250_ls_zip_tee_ebony.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/e/meco_250_ls_zip_tee_blazon.jpg,
QBT-25,AXS11374,Clothing,"
                    The Women's MeCo 250 Long Sleeve Zip Tee is the latest and heaviest addition to the women's MeCo range
MeCo baselayers consist of 65% merino wool blended with 35% Cocona Polyester. This version (as the name suggests) uses a 250gsm fabric that offers more warmth than the lighter MeCo fabrics but still offers the same fast drying and anti odour properties.
The MeCo 250 can be worn as a winter weight base layer or we've found it also works really well as a light midlayer especially for multi day trips when the anti odour and quick drying properties really shine through.
 
Sizes: 8 - 16
Weight: 310g / 11oz
        ","
                
            ",,,"Rs9,025.00",RAB WOMEN'S MECO 250 LONG SLEEVE ZIP TEE,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/n/wns_mmeco_250_ebony.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/n/wns_mmeco_250_ebony.jpg,
QDN-05,AXS11375,Clothing,"
                    The Neutrino Endurance is a lightweight, fully featured and very warm down jacket designed primarily for climbing and mountain use.
The Neutrino Endurance has become the benchmark down jacket for modern mountaineering and lightweight ascents. The Pertex® Endurance outer provides durable protection against storm and spindrift while retaining minimal weight and packsize. High lofting is provided by the 225g of 800 fill (L) pure European goose down.
The Neutrino Endurance is one of those jackets that just does everything you need it to - a firm favourite amongst all our sponsored athletes and an ideal piece for UK and Alpine winter conditions. Just as much at home on a hill walk in the Peak District as it is on a Himalayan Peak. Often found at winter fell race finish lines or on your 'spotter' when going for the crux on a new boulder problem.
 
Sizes: XS - XXL
Weight: 640g (23oz
        ","
                
            ",,,"Rs20,800.00",RAB NEUTRINO ENDURANCE JACKET,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/neutrino_endurance_jacket_twilight.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/neutrino_endurance_black_copy1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/neutrino_endurance_jacket_smoke_1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/neutrino_endurance_jacket_blazon_1.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/neutrino_endurance_black_copy1.jpg,
QFA-46,AXS11376,Clothing,"
                    The Orbit Pull-on is a lightweight Polartec 100, half zip microfleece top with a micro stripe pattern.
A simple pull over style in two-tone contrast fabric makes this top ideal for use both on and off the hill. A great alternative to cotton pull-overs as it dries so quickly and offers much greater warmth for weight.
Technical features include a quality YKK chest zip and flatlock seams for improved comfort.
 
Sizes: S - XXL
Weight: 260g / 9oz
        ","
                
            ",,,"Rs3,600.00",RAB ORBIT PULL-ON,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/o/r/orbit_pullon_beluga.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/o/r/orbit_pullon_blazon.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/o/r/orbit_pullon_beluga.jpg,
QSM-29,AXS11377,Camping ; Outdoor,"
                    The Andes series are a range of down sleeping bags filled with 800 fill power european goose down.
The Andes series bags offer comparable levels of warmth to the Expedition bags but in a more performance orientated shape. The mummy shape saves weight and adds warmth due to the lower internal volume of the bag that needs to be heated.
The Andes bags feature a water resistant outer fabric that offers extra protection and piece of mind on cold, damp belays. Ideal for use at altitude or on exposed belays when maximum warmth to weigh and small pack size are required.
Comfort -13°C
Limit of Comfort -21°C
Extreme -43°C
 
Weight: 1440g / 50.8oz (+120g / 4.2oz stuffsac)
Perfect for: high altitude / winter mountaineering / extended trips in cold conditions
        ","
                
            ","The Andes series are a range of down sleeping bags filled with 800 fill power european goose down.,The Andes series bags offer comparable levels of warmth to the Expedition bags but in a more performance orientated shape. The mummy shape saves weight and adds warmth due to the lower internal volume of the bag that needs to be heated.,The Andes bags feature a water resistant outer fabric that offers extra protection and piece of mind on cold, damp belays. Ideal for use at altitude or on exposed belays when maximum warmth to weigh and small pack size are required.,Comfort -13°C,Limit of Comfort -21°C,Extreme -43°C, ,Weight: 1440g / 50.8oz (+120g / 4.2oz stuffsac),Perfect for: high altitude / winter mountaineering / extended trips in cold conditions",,"Rs48,175.00",RAB SLEEPING BAG ANDES 800,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/rab-andes_800.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/n/andes_800_rab.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/n/andes800...jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/rab-andes_800.jpg,
