SKU,Description,CP,SP,productname,Size,Brand,imgurl,
396848-J1GC130201,"
							In its third edition, the Wave Enigma focuses on luxury, cushioning and smooth transition, with a full-length Mizuno Wave and U4i delivering a sumptuous ride.

Mizuno have used biomechanical research to determine the difference between male and female gaits. As a result, the midsole and outsole have been engineered specifically for their respective gender to improve ride, comfort and performance.

U4ic is a new type of midsole. It runs and rides the same comfort and performance as ap+ and other premium midsoles, but is considerably lighter, leaving you to run easier.

Mizuno Wave technology provides cushioning and stability that can be adapted for different types of runners. A removable ortholite insock provides even more premium comfort, cushioning and durability. There is then the use of VS-1; a shock-absorbing, cushioning compound in the forefoot for additional support.

The Dynamotion Fit uses biomechanic and motion picture technology to design a blueprint and develop a shoe that works with your foot through the gait cycle. Smooth Ride engineering minimises the rapid rates of acceleration and deceleration of the foot during transition, creating as smooth a ride as possible.

Mizuno Intercool is a full-length midsole ventilation system that reduces the heat and humidity that can build up inside the shoe. Using X10, incredibly durable carbon rubber, allows for longer wear in high impact areas and supplements traction at the heel strike.

Wave Plates made from Pebax Rnew are made using plant based oil, which produces less carbon, so that they perform the same high standards but in a more sustainable manner.MaterialRubber Synthetic Material 						",10899,12751.83,MIZUNO Wave Enigma 3 Men's Running Shoes,UK7;UK7.5;UK8;UK8.5;UK9.5;UK10;UK12,MIZUNO,http://products.activinstinct.com/y2013/m12/396848/60980818-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
394703-T3E4Y-2301,"
							The Asics Gel Kinsei 5 is Asics most sophisticated running shoe, using slim lined and stronger materials for a lightweight but well supported shoe with engineered components delivering improved comfort, fit and performance for an adaptive platform to enhance natural gait efficiency. This is an instant classic for serious runners.

The Impact Guidance System enhances the foot's natural gait from heel strike to toe-off improving the efficiency and comfort of your foot-strike and movement. With Guidance Line technology a vertical flex groove decouples the tooling along the line of progression for enhanced gait efficiency.

The Heel Clutching System features an Exoskeletal heel counter to provide improved support and create an improved heel fitting environment. The Discrete Heel Unit takes the Impact Guidance System to a new level by creating the highest degree of shock attenuation and stability.

The Propulsion Trusstic mimics connective tissue in the foot by creating tension as the foot enters propulsion stage whilst asymmetrical lacing creates an anatomically correct lacing environment that reduces potential for irritation and provides improved comfort and fit.

The Cuprothermo metallic film in the upper retains heat in cold weather and releases heat in warm weather making an adaptable shoe that will help you in all weather conditions. AHAR stands for High Abrasion Rubber, placed in critical areas of the outsole for exceptional durability.

A Personal Heel Fit comes courtesy from the memory foam lining in the heel collar and tongue for a personalised fit around the ankle, while Biomorphic fit in the upper utilises stretchy material to reduce bunching, which can lead to blisters and irritation, when the shoe moves. This comfort is also enhanced by the discrete eyelets which disburse lace tension and improve the overall fit.

With an X-40 ComforDry Sockliner, as well as the rearfoot GEL cushioning systems, there is an exceptional level of comfort provided by these shoes.MaterialRubber Synthetic 						",11499,13453.83,ASICS Gel-Kinsei 5 Men's Running Shoe,UK7;UK7.5;UK8;UK9;UK9.5;UK10;UK10.5;UK11;UK11.5;UK12;UK13;UK14,ASICS,http://products.activinstinct.com/y2013/m11/394703/83468637-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
415692-M1080BL4,"
							From heel to toe, the 1080v4 offers an unparalleled luxurious ride with the deluxe fit of a FantomFit upper in stylish designs. Add to that the stability of T-Beam and an asymmetrical heel counter along with the premium cushioning of N2 in the heel and N2 Burst in the forefoot for exceptional response with each toe off.

Features:

Blown rubber outsole
Synthetic/mesh upper
Abzorb Crash Pad
T-Beam
8mm drop
Fantom Fit
No-sew material applicationMaterialMesh Rubber Synthetic 						",10949,12810.33,NEW BALANCE M1080v4 Men's Running Shoes,UK7;UK7.5;UK8;UK9;UK9.5;UK10;UK10.5;UK11;UK12,NEW BALANCE,http://products.activinstinct.com/y2014/m03/415692/60588208-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
362170-M880NG3,"
							The New Balance 880v3 Men's Running Shoe is designed to provide a lightweight package that can take on the high mileage you're looking to do. This is a shoe that is ideal for runners with a natural gait. An ACTEVA-LITE mid-sole and premium cushioning combine with the torsional stability and arch support of T-Beam technology to make it the neutral runners go to shoe.

ACTEVA LITE premium lightweight midsole provides optimal resistance to compression set - 24% lighter than standard foam.

Breathable Mono Mesh ensures the utmost in comfort in even the hottest conditions.

Ndurance rubber compound for maximum outsole durability.

Features include 12mm drop, synthetic and TPU upper and blown rubber outsole.MaterialRubber Synthetic Material 						",8400,9828,NEW BALANCE 880V3 Men's Running Shoe,UK7;UK7.5;UK8;UK9;UK9.5;UK10;UK10.5;UK11;UK12;UK13.5,NEW BALANCE,http://products.activinstinct.com/y2013/m06/362170/63305661-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
371313-00313,"
							The Neutral Performance Trainer is for runners wanting a daily training shoe that can also function brilliantly as a faster tempo-pace run or race shoe. More supportive and structured than other lightweight performance trainer lines, the Gravity is a great everyday trainer for runners who may like to turn up the speed now and again during tempo or fast-paced runs and intervals. The Motion has medial posting to offset pronation.

UPPER:

Highly breathable, fast drying, open air mesh
Minimal anatomical support strapping
Metatarsal stretch panels for comfort and fit

MIDSOLE:

Action/ReactionTM technology in the midfoot and heel
Biomechanical metatarsal sensor plate
High-rebound EVA
Met-flex enhanced midfoot flexibility
ETC anti-friction, anti-bacterial sockliner
Accommodates most orthotics

OUTERSOLE:

High-density rubber
Carbon rubber heelMaterialMesh Rubber Synthetic 						",13649,15969.33,NEWTON Motion Stability Men's Running Shoe,UK7;UK7.5;UK8.5;UK10.5;UK11.5;UK12;UK13,NEWTON,http://products.activinstinct.com/y2013/m07/371313/97818563-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
421622-30609029-BBHC,"
							A shoe built for optimum comfort, lightness and versatility.

Light and efficient for the best energy return, these offer maximum cushioning, comfort and protection to keep injuries away. Due to its versatility, this shoe can be used in a wide range of conditions regardless of the user, terrain and distance.

A unique rolling motion delivers superior underfoot performance. A 50% rockering profile provides a smooth, energy efficient stride transition from the heel strike to the push off. It is this progressive motion that propels you forward with each and every strike of the foot.

Features:

2.5mm lugs
Full ground contact design
Double layer construction
Protective single mesh
Seamless synthetic supportive overlay
Reinforced heel
Quick Lace system
2 elastic bands for personalised lacing
Reinforced heelMaterialRubber Synthetic 						",12749,14916.33,HOKA One Bondi Evo Men's Running Shoes,UK7;UK7.5;UK8.5;UK9;UK9.5,HOKA,http://products.activinstinct.com/y2014/m04/421622/64689701-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
400199-M860SG4,"
							The 860v4 introduces a combination stitched and no-sew upper and features a system of smart technologies that that work together. T-Beam engineering delivers crucial torsional stability while the extended Abzorb crash pad and cushy Acteva Lite midsole provide supreme comfort.

Features:

Blown rubber outsole
Extended Abzorb Crash Pad
Synthetic and no-sew overlays
12mm drop
Medial post
T-Beam
NduranceMaterialRubber Synthetic Material 						",7499,8773.83,NEW BALANCE M860v4 Men's Running Shoes,UK7;UK7.5;UK8.5;UK9;UK9.5;UK10;UK10.5;UK12;Width 2E;Width D,NEW BALANCE,http://products.activinstinct.com/y2013/m12/400199/40206751-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
372159-M880MI3,"
							The New Balance 880v3 Men's Running Shoe is designed to provide a lightweight package that can take on the high mileage you're looking to do. This is a shoe that is ideal for runners with a natural gait. An ACTEVA-LITE mid-sole and premium cushioning combine with the torsional stability and arch support of T-Beam technology to make it the neutral runners go to shoe.

ACTEVA LITE premium lightweight midsole provides optimal resistance to compression set - 24% lighter than standard foam.

Breathable Mono Mesh ensures the utmost in comfort in even the hottest conditions.

Ndurance rubber compound for maximum outsole durability.

Features include 12mm drop, synthetic and TPU upper and blown rubber outsole.MaterialRubber Synthetic Material 						",9599,11230.83,NEW BALANCE 880v3 Men's Running Shoe,UK7;UK7.5;UK8.5;UK9.5;UK10;UK10.5;UK11;UK11.5;UK12,NEW BALANCE,http://products.activinstinct.com/y2013/m07/372159/33811156-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
400246-M890BG4,"
							This world-class design and amazingly light ride revolutionises its look in the 890v4 featuring REVlite with even more toe spring. With a panel-like construction, the no-sew FantomFit upper ensures a secure arch wrap and offers futuristic new designs.

Features:

No-sew material application
Blown rubber outsole
Abzorb Crash Pad
8mm drop
REVlite midsole foam
FantomFitMaterialRubber Synthetic Material 						",8800,10296,NEW BALANCE M890v4 Men's Running Shoes,UK7;UK7.5;UK8.5;UK9.5;UK10;UK11;UK12,NEW BALANCE,http://products.activinstinct.com/y2013/m12/400246/85680615-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
378317-200007-03,"
							The ultimate on-road and in-gym barefoot performance shoe. Three years in development, it has careful optimisation on the plantar pressure plate after months of road testing. Pure fit, flex and feel that add up to pure barefoot running. A hex-mesh lamination upper works seamlessly with your foot for the very latest in barefoot performance footwear.

The Dri-Lex performance lining contains environmentally friendly Aegis to provide active moisture management and anti-stink.

The V-Road is a hexagonal two tone ultimate barefoot sole. Tuned for the road and treadmill this flexible, soft and wet/dry slip-resistant sole lets your foot do its thing with pure sensory clarity. It has a V-sense TPU compound, with great feedback and abrasion properties; not sticky, but sensual.

Features:

Hex Mesh 1 ply mesh ensures ultimate lightweight breathability
Designed and crafted using premium vegan materials
Pro-5 Proprio-protection: patented, puncture-resistant protection redeveloped to be more durable than everMaterialRubber Synthetic Material 						",12299,14389.83,VIVOBAREFOOT Stealth Ladies Road Running Shoe,UK7;UK8,VIVOBAREFOOT,http://products.activinstinct.com/y2013/m08/378317/78827910-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
